Price,Daily Returns,Volatility,Hidden States,Detected Regime
Ticker,,,,
Date,,,,
2022-12-12 00:00:00+00:00,1.6217118476948476,-0.7013629489177626,0,2
2022-12-13 00:00:00+00:00,0.8039890853696237,-0.6308731385176266,0,2
2022-12-14 00:00:00+00:00,-0.8635296688405274,-0.7008172356972844,0,2
2022-12-15 00:00:00+00:00,-3.021242833434038,0.28053910686935757,0,2
2022-12-16 00:00:00+00:00,-2.0493421437034853,1.5726637223305557,0,2
2022-12-19 00:00:00+00:00,-1.1126574453859202,2.105169187845786,0,2
2022-12-20 00:00:00+00:00,0.06340715436808862,1.3608743593400612,0,2
2022-12-21 00:00:00+00:00,1.6856257746814514,-0.3294429911273495,0,2
2022-12-22 00:00:00+00:00,-1.803683397279291,0.5581245378857205,0,2
2022-12-23 00:00:00+00:00,0.5869322811136317,-0.20498228803008361,0,2
2022-12-27 00:00:00+00:00,-0.5709461360501793,-0.24868636422678725,0,2
2022-12-28 00:00:00+00:00,-1.5841562447869542,0.21795632236847468,0,2
2022-12-29 00:00:00+00:00,2.0496055535460176,-0.6872739770032679,0,2
2022-12-30 00:00:00+00:00,-0.41457212367018625,-0.6951629476184576,0,2
2023-01-03 00:00:00+00:00,-0.6027564830286248,-0.6945006857655905,0,2
2023-01-04 00:00:00+00:00,0.8219435278070284,-0.6441877954879868,0,2
2023-01-05 00:00:00+00:00,-1.4630065950243245,-0.6066657055951101,0,2
2023-01-06 00:00:00+00:00,2.638564254115111,-0.07602682391997392,0,2
2023-01-09 00:00:00+00:00,-0.16770778262829197,-0.2526895773079452,0,2
2023-01-10 00:00:00+00:00,0.7374716328045706,0.15000829471010407,0,2
2023-01-11 00:00:00+00:00,1.4104109267884903,1.200965968933499,0,2
2023-01-12 00:00:00+00:00,0.33477714220393445,0.9962121826117326,0,2
2023-01-13 00:00:00+00:00,0.36328562628396227,1.0076983422313448,0,2
2023-01-17 00:00:00+00:00,-0.31877529314940267,0.327513786374372,0,2
2023-01-18 00:00:00+00:00,-1.985427671625372,-0.698445631310556,0,2
2023-01-19 00:00:00+00:00,-0.9693708813396278,-0.5678842344482277,0,2
2023-01-20 00:00:00+00:00,2.1246884005253515,-0.5759239064950263,0,2
2023-01-23 00:00:00+00:00,1.3328735046360434,-0.04974605849400585,0,2
2023-01-24 00:00:00+00:00,-0.22818189327588723,-0.3512353354325338,0,2
2023-01-25 00:00:00+00:00,-0.05524983715840649,-0.4666112393084753,0,2
2023-01-26 00:00:00+00:00,1.2124712789174288,0.17261194053461454,0,2
2023-01-27 00:00:00+00:00,0.1743845377325027,0.18670315883086522,0,2
2023-01-30 00:00:00+00:00,-1.5983618789889402,-0.6362434844411078,0,2
2023-01-31 00:00:00+00:00,1.6558788884981035,0.11971167726944314,0,2
2023-02-01 00:00:00+00:00,1.1691697128818093,0.7756110192804657,0,2
2023-02-02 00:00:00+00:00,1.6384004304260162,1.9390768466146868,0,2
2023-02-03 00:00:00+00:00,-1.3693442425039906,0.0018160555654624722,0,2
2023-02-06 00:00:00+00:00,-0.8298327093097891,-0.5471025771148907,0,2
2023-02-07 00:00:00+00:00,1.461853752349269,0.09618829019745925,0,2
2023-02-08 00:00:00+00:00,-1.4058490581441145,-0.6725881880095844,0,2
2023-02-09 00:00:00+00:00,-1.1352895095226871,-0.601879247642159,0,2
2023-02-10 00:00:00+00:00,0.17868007931023067,-0.6519774966532998,0,2
2023-02-13 00:00:00+00:00,1.3018725306284027,-0.6468469905592605,0,2
2023-02-14 00:00:00+00:00,-0.1549623813867972,-0.6852217953821046,0,2
2023-02-15 00:00:00+00:00,0.28779585055836926,-0.6328680521244785,0,2
2023-02-16 00:00:00+00:00,-1.7442923304401066,-0.5707157827925078,0,2
2023-02-17 00:00:00+00:00,-0.3983527913647304,-0.5183376977869697,0,2
2023-02-21 00:00:00+00:00,-2.4957026755522884,1.1120909425310503,0,2
2023-02-22 00:00:00+00:00,-0.2645829919115861,0.7443292203662318,0,2
2023-02-23 00:00:00+00:00,0.535239534378092,-0.06347062123660749,0,2
2023-02-24 00:00:00+00:00,-1.375706940640625,0.7724721000150153,0,2
2023-02-27 00:00:00+00:00,0.3067198057683748,0.11923925275622642,0,2
2023-02-28 00:00:00+00:00,-0.5413854890860464,0.07597023431134546,0,2
2023-03-01 00:00:00+00:00,-0.5580968825594572,0.015563086562670213,0,2
2023-03-02 00:00:00+00:00,0.8287625616576759,-0.6444377257357649,0,2
2023-03-03 00:00:00+00:00,1.8152425171046536,-0.2970015562201728,0,2
2023-03-06 00:00:00+00:00,-0.017280775911580254,-0.1996758971477155,0,2
2023-03-07 00:00:00+00:00,-1.9305795967194073,-0.6958818865436704,0,2
2023-03-08 00:00:00+00:00,0.09490078076607183,-0.7026191851158021,0,2
2023-03-09 00:00:00+00:00,-2.3033068001879755,-0.001653649838381312,0,2
2023-03-10 00:00:00+00:00,-1.8231860736764343,1.3497440800698737,0,2
2023-03-13 00:00:00+00:00,-0.2702131526594499,1.103044572882941,0,2
2023-03-14 00:00:00+00:00,1.8740269477993554,-0.48988753145319114,0,2
2023-03-15 00:00:00+00:00,-0.8469073105346044,-0.2020575648111387,0,2
2023-03-16 00:00:00+00:00,1.9952525663283445,-0.6634659591982731,0,2
2023-03-17 00:00:00+00:00,-1.9450904399203162,-0.5345113084486105,0,2
2023-03-20 00:00:00+00:00,1.0482989834110994,-0.6569157545377303,0,2
2023-03-21 00:00:00+00:00,1.4680509713778154,0.061658145908912936,0,2
